cr_id,trial,producer_model,evaluator_model,run_id,available_modules,known_interfaces,ours_output_file,baseline_output_file,evaluation_output_file,winner,why,ours_total_score,baseline_total_score,pure_fr_ours,pure_fr_baseline,fr_dp_bridge_ours,fr_dp_bridge_baseline,dp_im_bridge_ours,dp_im_bridge_baseline,pure_im_ours,pure_im_baseline,fr_im_bridge_ours,fr_im_bridge_baseline
CR-NGHE-005,6,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial6_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial6_20260224_023339.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial6_20260224_023348.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,6,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial6_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial6_20260224_184850.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial6_20260224_184907.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=18",19,18,5,2,4,3,3,5,4,3,3,5
CR-NGHE-005,6,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial6_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial6_20260224_184850.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial6_20260224_184907.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,2,4,4,3,4,4,3,3,4
CR-NGHE-005,6,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial6_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial6_20260224_185140.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial6_20260224_185219.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=15",24,15,5,3,5,3,5,4,4,2,5,3
CR-NGHE-005,6,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial6_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial6_20260224_185140.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial6_20260224_185219.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=20",21,20,4,3,4,4,4,5,4,4,5,4
CR-NGHE-005,7,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial7_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial7_20260224_023406.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial7_20260224_023414.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,7,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial7_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial7_20260224_023406.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial7_20260224_023414.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,7,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial7_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial7_20260224_185334.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial7_20260224_185346.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,5,2,4,2,3,4,3,4,3,5
CR-NGHE-005,7,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial7_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial7_20260224_185334.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial7_20260224_185346.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=17",20,17,4,2,4,3,4,4,4,4,4,4
CR-NGHE-005,7,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial7_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial7_20260224_185459.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial7_20260224_185544.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=16",22,16,5,3,3,5,5,3,4,2,5,3
CR-NGHE-005,7,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial7_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial7_20260224_185459.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial7_20260224_185544.json,,TIE,"Score totals (excluding N/A): ours=23, baseline=23",23,23,4,3,4,5,5,5,5,5,5,5
CR-NGHE-005,8,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial8_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial8_20260224_023434.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial8_20260224_023444.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,8,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial8_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial8_20260224_023434.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial8_20260224_023444.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,8,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial8_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial8_20260224_185656.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial8_20260224_185715.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=16",19,16,4,3,4,2,3,5,3,3,5,3
CR-NGHE-005,8,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial8_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial8_20260224_185656.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial8_20260224_185715.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=18",20,18,4,3,4,3,4,4,4,4,4,4
CR-NGHE-005,8,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial8_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial8_20260224_185842.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial8_20260224_185926.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=17",22,17,5,3,5,3,5,4,4,2,3,5
CR-NGHE-005,8,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial8_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial8_20260224_185842.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial8_20260224_185926.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=20",24,20,5,3,5,4,5,4,5,4,4,5
CR-NGHE-005,9,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial9_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial9_20260224_023501.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial9_20260224_023509.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,5,4,5,4,4,4,5,4
CR-NGHE-005,9,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial9_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial9_20260224_023501.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial9_20260224_023509.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,9,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial9_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial9_20260224_190045.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial9_20260224_190105.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=16",20,16,5,2,4,3,3,5,3,3,5,3
CR-NGHE-005,9,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial9_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial9_20260224_190045.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial9_20260224_190105.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,2,3,4,4,4,4,4,4,3
CR-NGHE-005,9,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial9_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial9_20260224_190228.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial9_20260224_190312.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=13",24,13,5,2,5,3,5,3,4,2,5,3
CR-NGHE-005,9,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial9_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial9_20260224_190228.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial9_20260224_190312.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=23",25,23,5,4,5,5,5,5,5,5,5,4
CR-NGHE-005,10,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial10_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial10_20260224_023526.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial10_20260224_023535.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,10,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial10_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial10_20260224_023526.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial10_20260224_023535.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,10,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial10_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial10_20260224_190424.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial10_20260224_190442.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=19",20,19,4,3,5,3,4,5,3,3,4,5
CR-NGHE-005,10,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial10_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial10_20260224_190424.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial10_20260224_190442.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=19",20,19,4,3,4,3,4,5,4,4,4,4
CR-NGHE-005,10,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial10_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial10_20260224_190603.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial10_20260224_190643.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=16",24,16,5,3,5,3,5,4,4,3,5,3
CR-NGHE-005,10,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial10_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial10_20260224_190603.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial10_20260224_190643.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=21",25,21,5,3,5,4,5,5,5,5,5,4
CR-NGHE-005,11,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial11_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial11_20260224_023551.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial11_20260224_023600.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,11,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial11_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial11_20260224_023551.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial11_20260224_023600.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,11,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial11_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial11_20260224_190805.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial11_20260224_190823.json,,BASELINE,"Score totals (excluding N/A): ours=18, baseline=19",18,19,3,5,3,4,5,3,3,4,4,3
CR-NGHE-005,11,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial11_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial11_20260224_190805.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial11_20260224_190823.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,3,4,4,3,4,4,4,3
CR-NGHE-005,11,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial11_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial11_20260224_190940.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial11_20260224_191020.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=18",20,18,2,4,5,3,3,5,5,4,5,2
CR-NGHE-005,11,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial11_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial11_20260224_190940.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial11_20260224_191020.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=21",22,21,4,3,5,4,4,5,5,5,4,4
CR-NGHE-005,12,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial12_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial12_20260224_023616.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial12_20260224_023627.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,4,4,4,3,5,4,5,5,5,4
CR-NGHE-005,12,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial12_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial12_20260224_023616.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial12_20260224_023627.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,12,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial12_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial12_20260224_191146.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial12_20260224_191205.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=15",20,15,4,3,4,3,4,3,3,3,5,3
CR-NGHE-005,12,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial12_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial12_20260224_191146.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial12_20260224_191205.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=16",20,16,4,2,4,3,4,4,4,4,4,3
CR-NGHE-005,12,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-005_trial12_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial12_20260224_191318.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial12_20260224_191401.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=16",23,16,5,3,5,3,5,3,3,4,5,3
CR-NGHE-005,12,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-005_trial12_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-005_trial12_20260224_191318.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-005_trial12_20260224_191401.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=20",25,20,5,3,5,4,5,4,5,5,5,4
CR-NGHE-005,13,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-005_trial13_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial13_20260224_023647.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial13_20260224_023655.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=21",24,21,4,4,5,4,5,4,5,5,5,4
CR-NGHE-005,13,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-005_trial13_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-005_trial13_20260224_023647.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-005_trial13_20260224_023655.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=14",20,14,4,3,4,3,4,2,4,4,4,2
CR-NGHE-005,13,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-005_trial13_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial13_20260224_191514.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial13_20260224_191539.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=16",21,16,5,2,5,3,3,5,3,3,5,3
CR-NGHE-005,13,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-005_trial13_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-005_trial13_20260224_191514.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-005_trial13_20260224_191539.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=16",19,16,4,2,4,3,3,4,4,4,4,3
